,filename,class_id
0,101415-3-0-2.jpg,3
1,101415-3-0-3.jpg,3
2,101415-3-0-8.jpg,3
3,102106-3-0-0.jpg,3
4,102305-6-0-0.jpg,6
5,102842-3-0-1.jpg,3
6,102842-3-1-0.jpg,3
7,102842-3-1-5.jpg,3
8,102842-3-1-6.jpg,3
9,103074-7-0-0.jpg,7
10,103074-7-0-1.jpg,7
11,103074-7-0-2.jpg,7
12,103074-7-1-0.jpg,7
13,103074-7-1-1.jpg,7
14,103074-7-1-2.jpg,7
15,103074-7-1-3.jpg,7
16,103074-7-1-4.jpg,7
17,103074-7-1-5.jpg,7
18,103074-7-1-6.jpg,7
19,103074-7-2-0.jpg,7
20,103074-7-3-0.jpg,7
21,103074-7-3-1.jpg,7
22,103074-7-3-2.jpg,7
23,103074-7-3-3.jpg,7
24,103074-7-4-0.jpg,7
25,103074-7-4-1.jpg,7
26,103074-7-4-2.jpg,7
27,103074-7-4-3.jpg,7
28,103074-7-4-4.jpg,7
29,103074-7-4-5.jpg,7
30,103074-7-4-6.jpg,7
31,103258-5-0-0.jpg,5
32,103258-5-0-1.jpg,5
33,103258-5-0-10.jpg,5
34,103258-5-0-11.jpg,5
35,103258-5-0-12.jpg,5
36,103258-5-0-13.jpg,5
37,103258-5-0-14.jpg,5
38,103258-5-0-15.jpg,5
39,103258-5-0-16.jpg,5
40,103258-5-0-17.jpg,5
41,103258-5-0-18.jpg,5
42,103258-5-0-19.jpg,5
43,103258-5-0-2.jpg,5
44,103258-5-0-3.jpg,5
45,103258-5-0-4.jpg,5
46,103258-5-0-5.jpg,5
47,103258-5-0-6.jpg,5
48,103258-5-0-7.jpg,5
49,103258-5-0-8.jpg,5
50,103258-5-0-9.jpg,5
51,105415-2-0-1.jpg,2
52,105415-2-0-15.jpg,2
53,105415-2-0-19.jpg,2
54,105415-2-0-21.jpg,2
55,105415-2-0-24.jpg,2
56,105415-2-0-4.jpg,2
57,105415-2-0-6.jpg,2
58,105415-2-0-8.jpg,2
59,106905-8-0-0.jpg,8
60,106905-8-0-1.jpg,8
61,106905-8-0-2.jpg,8
62,106905-8-0-3.jpg,8
63,108041-9-0-11.jpg,9
64,108041-9-0-2.jpg,9
65,108041-9-0-4.jpg,9
66,108041-9-0-5.jpg,9
67,108041-9-0-6.jpg,9
68,108041-9-0-7.jpg,9
69,108041-9-0-9.jpg,9
70,108362-2-0-11.jpg,2
71,108362-2-0-12.jpg,2
72,108362-2-0-21.jpg,2
73,108362-2-0-23.jpg,2
74,108362-2-0-29.jpg,2
75,108362-2-0-30.jpg,2
76,108362-2-0-7.jpg,2
77,108362-2-0-9.jpg,2
78,113205-5-0-0.jpg,5
79,113205-5-1-0.jpg,5
80,113205-5-1-1.jpg,5
81,113205-5-1-2.jpg,5
82,113205-5-1-3.jpg,5
83,113205-5-1-4.jpg,5
84,113205-5-1-5.jpg,5
85,113205-5-1-6.jpg,5
86,113205-5-1-7.jpg,5
87,113205-5-1-8.jpg,5
88,113205-5-1-9.jpg,5
89,114587-3-0-2.jpg,3
90,114587-3-0-4.jpg,3
91,114587-3-0-5.jpg,3
92,114587-3-0-7.jpg,3
93,118101-3-0-0.jpg,3
94,118101-3-0-3.jpg,3
95,118101-3-0-4.jpg,3
96,118101-3-0-6.jpg,3
97,118279-8-0-0.jpg,8
98,118279-8-0-1.jpg,8
99,118279-8-0-10.jpg,8
100,118279-8-0-11.jpg,8
101,118279-8-0-12.jpg,8
102,118279-8-0-13.jpg,8
103,118279-8-0-14.jpg,8
104,118279-8-0-2.jpg,8
105,118279-8-0-3.jpg,8
106,118279-8-0-4.jpg,8
107,118279-8-0-5.jpg,8
108,118279-8-0-6.jpg,8
109,118279-8-0-7.jpg,8
110,118279-8-0-8.jpg,8
111,118279-8-0-9.jpg,8
112,118963-3-0-0.jpg,3
113,119455-5-0-0.jpg,5
114,119455-5-0-1.jpg,5
115,119455-5-0-2.jpg,5
116,119455-5-0-3.jpg,5
117,119455-5-0-4.jpg,5
118,119455-5-0-5.jpg,5
119,119455-5-0-6.jpg,5
120,119455-5-0-7.jpg,5
121,122690-6-0-0.jpg,6
122,124489-9-0-12.jpg,9
123,124489-9-0-14.jpg,9
124,124489-9-0-16.jpg,9
125,124489-9-0-17.jpg,9
126,124489-9-0-18.jpg,9
127,124489-9-0-6.jpg,9
128,125791-3-0-12.jpg,3
129,125791-3-0-13.jpg,3
130,125791-3-0-15.jpg,3
131,125791-3-0-9.jpg,3
132,127873-0-0-0.jpg,0
133,130030-3-0-0.jpg,3
134,132016-9-0-0.jpg,9
135,132016-9-0-11.jpg,9
136,132016-9-0-14.jpg,9
137,132016-9-0-16.jpg,9
138,132016-9-0-20.jpg,9
139,132016-9-0-6.jpg,9
140,134717-0-0-0.jpg,0
141,134717-0-0-1.jpg,0
142,134717-0-0-12.jpg,0
143,134717-0-0-13.jpg,0
144,134717-0-0-14.jpg,0
145,134717-0-0-15.jpg,0
146,134717-0-0-16.jpg,0
147,134717-0-0-18.jpg,0
148,134717-0-0-19.jpg,0
149,134717-0-0-2.jpg,0
150,134717-0-0-20.jpg,0
151,134717-0-0-21.jpg,0
152,134717-0-0-22.jpg,0
153,134717-0-0-23.jpg,0
154,134717-0-0-24.jpg,0
155,134717-0-0-25.jpg,0
156,134717-0-0-26.jpg,0
157,134717-0-0-27.jpg,0
158,134717-0-0-28.jpg,0
159,134717-0-0-4.jpg,0
160,134717-0-0-5.jpg,0
161,134717-0-0-6.jpg,0
162,134717-0-0-7.jpg,0
163,134717-0-0-8.jpg,0
164,134717-0-0-9.jpg,0
165,135776-2-0-32.jpg,2
166,135776-2-0-37.jpg,2
167,135776-2-0-40.jpg,2
168,135776-2-0-49.jpg,2
169,135776-2-0-50.jpg,2
170,135776-2-0-65.jpg,2
171,135776-2-0-85.jpg,2
172,135776-2-0-90.jpg,2
173,137156-9-0-28.jpg,9
174,137156-9-0-30.jpg,9
175,137156-9-0-31.jpg,9
176,137156-9-0-5.jpg,9
177,137156-9-0-73.jpg,9
178,137156-9-0-79.jpg,9
179,138015-3-0-1.jpg,3
180,138015-3-0-5.jpg,3
181,138015-3-0-7.jpg,3
182,138031-2-0-13.jpg,2
183,138031-2-0-2.jpg,2
184,138031-2-0-22.jpg,2
185,138031-2-0-23.jpg,2
186,138031-2-0-28.jpg,2
187,138031-2-0-45.jpg,2
188,138031-2-0-47.jpg,2
189,138031-2-0-7.jpg,2
190,139951-9-0-13.jpg,9
191,139951-9-0-17.jpg,9
192,139951-9-0-29.jpg,9
193,139951-9-0-33.jpg,9
194,139951-9-0-45.jpg,9
195,139951-9-0-9.jpg,9
196,14113-4-0-0.jpg,4
197,14113-4-0-1.jpg,4
198,143604-5-0-0.jpg,5
199,143651-2-0-0.jpg,2
200,143651-2-0-16.jpg,2
201,143651-2-0-20.jpg,2
202,143651-2-0-22.jpg,2
203,143651-2-0-39.jpg,2
204,143651-2-0-55.jpg,2
205,143651-2-0-59.jpg,2
206,143651-2-0-63.jpg,2
207,146186-5-0-0.jpg,5
